HEADER_TIME_STAMP,X,Y,Z
2018-06-14 12:06:53.172,-0.061,0.066,1.013
2018-06-14 12:06:53.191,-0.061,0.067,1.009
2018-06-14 12:06:53.211,-0.062,0.066,1.012
2018-06-14 12:06:53.232,-0.059,0.066,1.011
2018-06-14 12:06:53.251,-0.062,0.067,1.012
2018-06-14 12:06:53.272,-0.058,0.064,1.010
2018-06-14 12:06:53.292,-0.060,0.068,1.008
2018-06-14 12:06:53.311,-0.060,0.065,1.012
2018-06-14 12:06:53.331,-0.061,0.067,1.010
2018-06-14 12:06:53.351,-0.058,0.065,1.013
2018-06-14 12:06:53.372,-0.061,0.067,1.009
2018-06-14 12:06:53.392,-0.060,0.064,1.011
2018-06-14 12:06:53.412,-0.060,0.064,1.015
2018-06-14 12:06:53.432,-0.060,0.067,1.013
2018-06-14 12:06:53.451,-0.059,0.064,1.013
2018-06-14 12:06:53.472,-0.062,0.067,1.010
2018-06-14 12:06:53.492,-0.057,0.066,1.012
2018-06-14 12:06:53.512,-0.059,0.065,1.011
2018-06-14 12:06:53.532,-0.062,0.066,1.012
2018-06-14 12:06:53.551,-0.062,0.064,1.013
2018-06-14 12:06:53.571,-0.061,0.066,1.016
2018-06-14 12:06:53.592,-0.059,0.068,1.012
2018-06-14 12:06:53.612,-0.059,0.063,1.011
2018-06-14 12:06:53.631,-0.058,0.068,1.012
2018-06-14 12:06:53.651,-0.061,0.066,1.013
2018-06-14 12:06:53.671,-0.062,0.065,1.011
2018-06-14 12:06:53.691,-0.061,0.065,1.012
2018-06-14 12:06:53.711,-0.063,0.066,1.013
2018-06-14 12:06:53.732,-0.058,0.066,1.013
2018-06-14 12:06:53.751,-0.059,0.065,1.015
2018-06-14 12:06:53.771,-0.061,0.066,1.011
2018-06-14 12:06:53.792,-0.061,0.066,1.009
2018-06-14 12:06:53.814,-0.061,0.064,1.009
2018-06-14 12:06:53.832,-0.056,0.067,1.014
2018-06-14 12:06:53.852,-0.057,0.069,1.011
2018-06-14 12:06:53.871,-0.059,0.068,1.012
2018-06-14 12:06:53.892,-0.063,0.068,1.012
2018-06-14 12:06:53.912,-0.060,0.063,1.009
2018-06-14 12:06:53.932,-0.060,0.066,1.011
2018-06-14 12:06:53.951,-0.059,0.066,1.012
2018-06-14 12:06:53.972,-0.059,0.066,1.010
2018-06-14 12:06:53.992,-0.059,0.065,1.013
2018-06-14 12:06:54.012,-0.064,0.063,1.013
2018-06-14 12:06:54.031,-0.061,0.067,1.012
2018-06-14 12:06:54.052,-0.060,0.066,1.010
2018-06-14 12:06:54.072,-0.061,0.066,1.009
2018-06-14 12:06:54.092,-0.058,0.065,1.011
2018-06-14 12:06:54.112,-0.063,0.066,1.013
2018-06-14 12:06:54.132,-0.060,0.068,1.012
2018-06-14 12:06:54.152,-0.060,0.065,1.009
2018-06-14 12:06:54.171,-0.063,0.068,1.010
2018-06-14 12:06:54.192,-0.060,0.067,1.011
2018-06-14 12:06:54.212,-0.061,0.068,1.008
2018-06-14 12:06:54.231,-0.060,0.069,1.007
2018-06-14 12:06:54.252,-0.059,0.067,1.012
2018-06-14 12:06:54.271,-0.061,0.066,1.011
2018-06-14 12:06:54.292,-0.062,0.065,1.009
2018-06-14 12:06:54.312,-0.061,0.067,1.015
2018-06-14 12:06:54.332,-0.061,0.067,1.013
2018-06-14 12:06:54.351,-0.061,0.067,1.013
2018-06-14 12:06:54.372,-0.060,0.066,1.012
2018-06-14 12:06:54.392,-0.058,0.066,1.013
2018-06-14 12:06:54.411,-0.059,0.064,1.018
2018-06-14 12:06:54.431,-0.060,0.069,1.013
2018-06-14 12:06:54.451,-0.061,0.066,1.012
2018-06-14 12:06:54.472,-0.061,0.068,1.013
2018-06-14 12:06:54.491,-0.059,0.067,1.011
2018-06-14 12:06:54.512,-0.058,0.067,1.011
2018-06-14 12:06:54.532,-0.060,0.066,1.010
2018-06-14 12:06:54.551,-0.060,0.068,1.010
2018-06-14 12:06:54.571,-0.059,0.066,1.007
2018-06-14 12:06:54.591,-0.059,0.068,1.011
2018-06-14 12:06:54.612,-0.061,0.068,1.013
